start_location_x,start_location_y,cluster_label
121.533,31.268,2
121.552,31.272,2
121.508,31.29,2
121.502,31.279,2
121.457,31.264,0
121.402,31.264,0
121.433,31.32,5
121.368,31.259,3
121.48,31.309,5
121.464,31.197,1
121.273,31.166,3
121.344,31.289,3
121.533,31.268,2
121.477,31.272,0
121.476,31.231,1
121.416,31.16,4
121.348,31.155,4
121.497,31.213,1
121.458,31.268,0
121.47,31.21,1
121.41,31.302,0
121.458,31.202,1
121.459,31.258,0
121.501,31.275,2
121.364,31.219,3
121.366,31.353,3
121.484,31.295,5
121.457,31.259,0
121.411,31.287,0
121.488,31.29,2
121.533,31.268,2
121.492,31.262,2
121.437,31.182,4
121.524,31.308,2
121.531,31.328,2
121.315,31.233,3
121.48,31.286,5
121.444,31.257,0
121.432,31.229,0
121.372,31.344,3
121.459,31.259,0
121.507,31.253,2
121.486,31.347,5
121.416,31.174,4
121.408,31.241,0
121.465,31.219,1
121.464,31.2,1
121.444,31.193,1
121.421,31.279,0
121.531,31.321,2
121.532,31.306,2
121.422,31.214,0
121.315,31.245,3
121.527,31.301,2
121.464,31.209,1
121.322,31.296,3
121.474,31.276,0
121.524,31.222,1
121.52,31.186,1
121.463,31.255,0
121.429,31.21,0
121.491,31.279,2
121.628,31.208,2
121.432,31.252,0
121.553,31.286,2
121.436,31.388,5
121.388,31.214,3
121.442,31.185,1
121.531,31.315,2
121.389,31.235,3
121.443,31.184,1
121.446,31.298,5
121.363,31.256,3
121.429,31.228,0
121.455,31.307,5
121.518,31.284,2
121.482,31.275,2
121.451,31.335,5
121.494,31.262,2
121.42,31.256,0
121.474,31.192,1
121.509,31.281,2
121.373,31.217,3
121.525,31.283,2
121.539,31.321,2
121.504,31.32,2
121.498,31.27,2
121.544,31.271,2
121.531,31.328,2
121.461,31.253,0
121.443,31.278,0
121.432,31.365,5
121.687,31.189,2
121.468,31.187,1
121.283,31.204,3
121.434,31.168,4
121.538,31.296,2
121.436,31.17,4
121.442,31.313,5
121.495,31.316,5
121.472,31.264,0
121.571,31.244,2
121.481,31.294,5
121.527,31.328,2
121.546,31.279,2
121.531,31.315,2
121.471,31.391,5
121.356,31.176,4
121.479,31.307,5
121.415,31.269,0
121.545,31.267,2
121.525,31.309,2
121.382,31.232,3
121.437,31.293,0
121.444,31.321,5
121.406,31.242,0
121.428,31.276,0
121.358,31.217,3
121.542,31.292,2
121.441,31.193,1
121.452,31.236,0
121.377,31.271,3
121.479,31.285,5
121.433,31.151,4
121.448,31.216,1
121.451,31.228,0
121.298,31.271,3
121.455,31.155,4
121.436,31.18,4
121.348,31.281,3
121.501,31.279,2
121.546,31.267,2
121.384,31.315,3
121.538,31.31,2
121.489,31.242,1
121.411,31.353,5
121.424,31.213,0
121.446,31.363,5
121.389,31.106,4
121.433,31.243,0
121.424,31.145,4
121.531,31.298,2
121.507,31.298,2
121.459,31.215,1
121.324,31.15,4
121.439,31.376,5
121.438,31.245,0
121.468,31.263,0
121.427,31.293,0
121.398,31.243,0
121.458,31.259,0
121.46,31.234,0
121.422,31.243,0
121.533,31.303,2
121.435,31.226,0
121.354,31.285,3
121.415,31.197,4
121.514,31.299,2
121.464,31.256,0
121.48,31.199,1
121.442,31.246,0
121.426,31.259,0
121.355,31.216,3
121.389,31.32,3
121.342,31.164,4
121.415,31.19,4
121.448,31.204,1
121.422,31.253,0
121.409,31.216,0
121.498,31.216,1
121.48,31.269,0
121.49,31.28,2
121.503,31.236,1
121.404,31.294,0
121.388,31.277,3
121.421,31.249,0
121.484,31.32,5
121.544,31.303,2
121.469,31.3,5
121.475,31.331,5
121.506,31.321,2
121.51,31.282,2
121.49,31.286,2
121.347,31.155,4
121.527,31.301,2
121.494,31.338,5
121.44,31.213,1
121.403,31.33,5
121.491,31.218,1
121.32,31.29,3
121.452,31.235,0
121.515,31.274,2
121.447,31.241,0
121.385,31.143,4
121.493,31.37,5
121.476,31.204,1
121.479,31.27,0
121.487,31.22,1
121.556,31.277,2
121.451,31.24,0
121.446,31.282,0
121.476,31.263,0
121.39,31.268,3
121.445,31.342,5
121.486,31.315,5
121.395,31.232,0
121.422,31.255,0
121.408,31.214,0
121.549,31.284,2
121.366,31.256,3
121.421,31.284,0
121.456,31.215,1
121.513,31.292,2
121.458,31.25,0
121.356,31.249,3
121.535,31.262,2
121.422,31.274,0
121.535,31.254,2
121.43,31.13,4
121.395,31.166,4
121.452,31.28,0
121.515,31.29,2
121.45,31.274,0
121.521,31.312,2
121.429,31.13,4
121.433,31.153,4
121.527,31.284,2
121.428,31.276,0
121.522,31.315,2
121.458,31.229,1
121.528,31.312,2
121.471,31.297,5
121.447,31.318,5
121.472,31.21,1
121.489,31.271,2
121.435,31.193,1
121.589,31.263,2
121.349,31.259,3
121.365,31.35,3
121.592,31.245,2
121.433,31.354,5
121.52,31.14,1
121.426,31.295,0
121.42,31.284,0
121.503,31.248,2
121.494,31.338,5
121.536,31.194,1
121.536,31.264,2
121.446,31.266,0
121.507,31.316,2
121.533,31.303,2
121.517,31.27,2
121.46,31.269,0
121.297,31.189,3
121.52,31.275,2
121.289,31.195,3
121.497,31.34,5
121.494,31.258,2
121.354,31.282,3
121.475,31.317,5
121.462,31.318,5
121.446,31.21,1
121.321,31.296,3
121.483,31.25,1
121.507,31.272,2
121.531,31.312,2
121.4,31.237,0
121.397,31.17,4
121.465,31.204,1
121.496,31.275,2
121.424,31.207,0
121.374,31.272,3
121.443,31.281,0
121.56,31.289,2
121.389,31.098,4
121.416,31.174,4
121.455,31.321,5
121.582,31.337,2
121.439,31.164,4
121.483,31.29,5
121.422,31.23,0
121.482,31.268,2
121.417,31.247,0
121.431,31.162,4
121.478,31.278,5
121.532,31.321,2
121.484,31.319,5
121.471,31.24,1
121.449,31.304,5
121.402,31.211,4
121.425,31.25,0
121.536,31.304,2
121.539,31.281,2
121.492,31.274,2
121.492,31.232,1
121.5,31.25,2
121.485,31.306,5
121.49,31.294,2
121.469,31.238,1
121.513,31.331,2
121.48,31.23,1
121.45,31.313,5
121.481,31.342,5
121.436,31.234,0
121.445,31.215,1
121.412,31.229,0
121.435,31.163,4
121.264,31.18,3
121.475,31.276,0
121.463,31.168,1
121.475,31.294,5
121.425,31.178,4
121.383,31.232,3
121.512,31.299,2
121.542,31.311,2
121.501,31.335,5
121.425,31.131,4
121.436,31.193,1
121.52,31.289,2
121.382,31.232,3
121.531,31.305,2
121.437,31.263,0
121.482,31.299,5
121.427,31.291,0
121.528,31.278,2
121.551,31.279,2
121.364,31.132,4
121.478,31.221,1
121.435,31.259,0
121.358,31.218,3
121.459,31.187,1
121.437,31.196,1
121.478,31.221,1
121.504,31.287,2
121.525,31.268,2
121.488,31.214,1
121.474,31.274,0
121.536,31.289,2
121.543,31.29,2
121.49,31.242,1
121.439,31.192,1
121.314,31.297,3
121.428,31.303,5
121.599,31.281,2
121.457,31.244,0
121.471,31.193,1
121.389,31.174,4
121.381,31.162,4
121.541,31.179,1
121.484,31.238,1
121.514,31.161,1
121.533,31.264,2
121.505,31.32,2
121.39,31.21,4
121.361,31.135,4
121.411,31.165,4
121.42,31.195,4
121.45,31.293,5
121.391,31.259,3
121.446,31.205,1
121.447,31.318,5
121.49,31.317,5
121.541,31.312,2
121.432,31.226,0
121.369,31.281,3
121.391,31.269,3
121.535,31.326,2
121.415,31.212,0
121.423,31.264,0
121.446,31.257,0
121.535,31.288,2
121.363,31.124,4
121.422,31.189,4
121.374,31.344,3
121.446,31.187,1
121.443,31.17,4
121.47,31.259,0
121.49,31.279,2
121.437,31.259,0
121.48,31.297,5
121.569,31.241,2
121.504,31.268,2
121.353,31.243,3
121.357,31.149,4
121.365,31.25,3
121.455,31.311,5
121.52,31.262,2
121.516,31.297,2
121.45,31.212,1
121.495,31.229,1
121.472,31.217,1
121.491,31.266,2
121.48,31.298,5
121.388,31.276,3
121.636,31.19,2
121.405,31.274,0
121.504,31.272,2
121.535,31.314,2
121.592,31.265,2
121.458,31.323,5
121.477,31.278,5
121.557,31.286,2
121.524,31.293,2
121.514,31.303,2
121.471,31.283,5
121.402,31.266,0
121.499,31.21,1
121.29,31.209,3
121.417,31.134,4
121.391,31.201,4
121.542,31.321,2
121.492,31.223,1
121.521,31.289,2
121.433,31.22,0
121.343,31.255,3
121.378,31.254,3
121.533,31.269,2
121.492,31.188,1
121.484,31.296,5
121.42,31.292,0
121.377,31.272,3
121.318,31.24,3
121.528,31.282,2
121.492,31.232,1
121.479,31.202,1
121.428,31.145,4
121.344,31.262,3
121.479,31.314,5
121.533,31.318,2
121.388,31.186,4
121.542,31.256,2
121.369,31.252,3
121.395,31.066,4
121.403,31.171,4
121.508,31.266,2
121.518,31.229,1
121.512,31.276,2
121.454,31.206,1
121.416,31.17,4
121.531,31.323,2
121.491,31.28,2
121.468,31.205,1
121.389,31.178,4
121.349,31.401,5
121.392,31.257,3
121.51,31.293,2
121.538,31.323,2
121.511,31.259,2
121.507,31.34,5
121.444,31.192,1
121.509,31.261,2
121.427,31.405,5
121.456,31.225,1
121.449,31.284,0
121.339,31.292,3
121.367,31.237,3
121.384,31.111,4
121.482,31.29,5
121.493,31.203,1
121.429,31.246,0
121.448,31.307,5
121.447,31.188,1
121.422,31.173,4
121.428,31.155,4
121.414,31.271,0
121.467,31.256,0
121.475,31.199,1
121.388,31.32,3
121.44,31.313,5
121.463,31.194,1
121.479,31.263,0
121.477,31.292,5
121.459,31.185,1
121.458,31.234,0
121.408,31.315,5
121.439,31.188,1
121.34,31.161,4
121.458,31.329,5
121.481,31.307,5
121.404,31.25,0
121.357,31.173,4
121.461,31.179,1
121.475,31.223,1
121.486,31.314,5
121.43,31.266,0
121.513,31.303,2
121.322,31.296,3
121.45,31.292,5
121.416,31.238,0
121.459,31.322,5
121.468,31.231,1
121.439,31.321,5
121.478,31.299,5
121.44,31.321,5
121.483,31.29,5
121.412,31.23,0
121.5,31.336,5
121.476,31.282,5
121.565,31.25,2
121.39,31.307,3
121.386,31.232,3
121.449,31.283,0
121.44,31.134,4
121.392,31.231,3
121.507,31.254,2
121.432,31.153,4
121.42,31.198,4
121.527,31.329,2
121.482,31.201,1
121.445,31.308,5
121.437,31.23,0
121.421,31.284,0
121.537,31.234,2
121.404,31.289,0
121.369,31.208,3
121.532,31.28,2
121.489,31.276,2
121.423,31.205,4
121.35,31.165,4
121.448,31.181,1
121.421,31.284,0
121.526,31.277,2
121.543,31.202,1
121.493,31.336,5
121.503,31.319,2
121.375,31.177,4
121.417,31.247,0
121.536,31.302,2
121.454,31.23,0
121.491,31.15,1
121.482,31.297,5
121.495,31.313,5
121.512,31.301,2
121.423,31.172,4
121.506,31.266,2
121.381,31.263,3
121.508,31.308,2
121.45,31.274,0
121.382,31.244,3
121.516,31.252,2
121.416,31.293,0
121.45,31.292,5
121.49,31.317,5
121.5,31.346,5
121.501,31.274,2
121.454,31.213,1
121.461,31.27,0
121.445,31.266,0
121.312,31.269,3
121.318,31.137,4
121.375,31.237,3
121.425,31.163,4
121.357,31.137,4
121.427,31.153,4
121.48,31.23,1
121.507,31.329,5
121.442,31.185,1
121.413,31.266,0
121.52,31.32,2
121.392,31.269,3
121.484,31.276,2
121.406,31.25,0
121.463,31.256,0
121.362,31.252,3
121.43,31.218,0
121.524,31.27,2
121.323,31.292,3
121.417,31.239,0
121.35,31.282,3
121.355,31.246,3
121.423,31.209,0
121.454,31.207,1
121.543,31.208,1
121.462,31.323,5
121.483,31.254,0
121.435,31.196,1
121.491,31.229,1
121.381,31.232,3
121.363,31.274,3
121.486,31.388,5
121.484,31.304,5
121.514,31.307,2
121.485,31.306,5
121.475,31.223,1
121.425,31.295,0
121.484,31.265,2
121.488,31.248,1
121.444,31.272,0
121.519,31.282,2
121.445,31.336,5
121.508,31.281,2
121.317,31.31,3
121.482,31.29,5
121.53,31.325,2
121.484,31.305,5
121.369,31.191,4
121.43,31.296,0
121.436,31.258,0
121.41,31.176,4
121.524,31.281,2
121.381,31.232,3
121.348,31.155,4
121.439,31.254,0
121.453,31.238,0
121.439,31.31,5
121.465,31.306,5
121.494,31.325,5
121.436,31.322,5
121.457,31.271,0
121.516,31.298,2
121.501,31.335,5
121.441,31.297,5
121.377,31.271,3
121.532,31.34,2
121.524,31.187,1
121.52,31.218,1
121.401,31.067,4
121.494,31.335,5
121.524,31.262,2
121.434,31.173,4
121.414,31.2,4
121.506,31.256,2
121.482,31.211,1
121.509,31.281,2
121.516,31.288,2
121.464,31.216,1
121.536,31.321,2
121.48,31.269,0
121.473,31.222,1
121.428,31.167,4
121.413,31.354,5
121.401,31.217,0
121.495,31.29,2
121.491,31.255,2
121.391,31.201,4
121.482,31.224,1
121.466,31.29,5
121.488,31.24,1
121.443,31.251,0
121.463,31.166,1
121.514,31.206,1
121.504,31.289,2
121.393,31.25,3
121.469,31.226,1
121.518,31.27,2
121.536,31.264,2
121.518,31.275,2
121.496,31.382,5
121.453,31.317,5
121.386,31.315,3
121.549,31.289,2
121.384,31.166,4
121.503,31.256,2
121.378,31.121,4
121.385,31.253,3
121.439,31.132,4
121.471,31.32,5
121.423,31.209,0
121.334,31.24,3
121.338,31.112,4
121.455,31.205,1
121.406,31.261,0
121.481,31.239,1
121.558,31.281,2
121.349,31.171,4
121.397,31.17,4
121.555,31.307,2
121.532,31.34,2
121.517,31.291,2
121.488,31.328,5
121.549,31.277,2
121.61,31.282,2
121.445,31.208,1
121.367,31.237,3
121.481,31.218,1
121.416,31.253,0
121.375,31.272,3
121.619,31.263,2
121.484,31.263,2
121.445,31.266,0
121.448,31.259,0
121.414,31.272,0
121.448,31.294,5
121.375,31.26,3
121.416,31.217,0
121.415,31.266,0
121.309,31.248,3
121.456,31.241,0
121.462,31.339,5
121.426,31.183,4
121.368,31.173,4
121.319,31.136,4
121.416,31.087,4
121.428,31.246,0
121.377,31.207,4
121.394,31.224,3
121.427,31.344,5
121.41,31.268,0
121.508,31.308,2
121.49,31.277,2
121.446,31.229,0
121.376,31.098,4
121.492,31.282,2
121.49,31.331,5
121.506,31.329,5
121.438,31.281,0
121.582,31.209,2
121.414,31.272,0
121.354,31.173,4
121.544,31.268,2
121.466,31.222,1
121.437,31.16,4
121.356,31.246,3
121.368,31.217,3
121.338,31.162,4
121.471,31.236,1
121.495,31.347,5
121.488,31.202,1
121.477,31.278,5
121.546,31.276,2
121.459,31.159,1
121.431,31.338,5
121.326,31.256,3
121.366,31.285,3
121.437,31.197,1
121.523,31.315,2
121.385,31.214,3
121.483,31.261,0
121.444,31.156,4
121.405,31.27,0
121.488,31.258,2
121.4,31.255,0
121.331,31.29,3
121.439,31.375,5
121.517,31.236,1
121.479,31.307,5
121.386,31.292,3
121.551,31.279,2
121.451,31.178,1
121.467,31.304,5
121.491,31.218,1
121.417,31.011,4
121.456,31.283,0
121.459,31.247,0
121.448,31.137,4
121.49,31.294,2
121.432,31.236,0
121.452,31.227,0
121.585,31.289,2
121.45,31.23,0
121.47,31.319,5
121.48,31.274,2
121.567,31.157,1
121.408,31.234,0
121.433,31.201,1
121.465,31.256,0
121.397,31.256,0
121.418,31.134,4
121.444,31.201,1
121.421,31.196,4
121.422,31.253,0
121.506,31.265,2
121.382,31.314,3
121.441,31.338,5
121.408,31.291,0
121.348,31.17,4
121.579,31.348,2
121.456,31.255,0
121.532,31.301,2
121.531,31.315,2
121.411,31.288,0
121.447,31.217,1
121.323,31.241,3
121.544,31.293,2
121.465,31.299,5
121.535,31.144,1
121.425,31.25,0
121.441,31.269,0
121.4,31.154,4
121.381,31.221,3
121.521,31.315,2
121.434,31.167,4
121.626,31.279,2
121.563,31.275,2
121.586,31.198,1
121.418,31.253,0
121.544,31.293,2
121.441,31.282,0
121.439,31.246,0
121.371,31.195,4
121.492,31.223,1
121.526,31.281,2
121.546,31.27,2
121.437,31.297,5
121.455,31.256,0
121.527,31.278,2
121.501,31.275,2
121.469,31.257,0
121.515,31.298,2
121.437,31.205,1
121.487,31.29,2
121.413,31.282,0
121.541,31.305,2
121.482,31.282,5
121.424,31.203,4
121.449,31.307,5
121.471,31.225,1
121.456,31.337,5
121.52,31.233,1
121.448,31.218,1
121.366,31.347,3
121.445,31.178,1
121.408,31.127,4
121.547,31.202,1
121.447,31.318,5
121.437,31.149,4
121.529,31.223,1
121.494,31.285,2
121.491,31.266,2
121.47,31.259,0
121.387,31.258,3
121.527,31.288,2
121.383,31.175,4
121.501,31.347,5
121.307,31.205,3
121.533,31.321,2
121.456,31.298,5
121.489,31.295,5
121.476,31.208,1
121.472,31.305,5
121.437,31.31,5
121.382,31.27,3
121.479,31.203,1
121.42,31.215,0
121.364,31.123,4
121.535,31.27,2
121.308,31.241,3
121.363,31.124,4
121.531,31.323,2
121.421,31.284,0
121.4,31.208,4
121.44,31.222,0
121.321,31.298,3
121.43,31.162,4
121.424,31.27,0
121.357,31.242,3
121.456,31.255,0
121.485,31.306,5
121.345,31.259,3
121.506,31.128,1
121.446,31.319,5
121.442,31.185,1
121.497,31.236,1
121.501,31.275,2
121.527,31.278,2
121.427,31.291,0
121.371,31.262,3
121.519,31.291,2
121.526,31.324,2
121.416,31.252,0
121.436,31.197,1
121.464,31.28,0
121.407,31.153,4
121.49,31.291,2
121.392,31.231,3
121.403,31.262,0
121.376,31.31,3
121.416,31.272,0
121.476,31.273,0
121.507,31.297,2
121.488,31.291,2
121.491,31.218,1
121.372,31.345,3
121.512,31.239,1
121.379,31.233,3
121.502,31.281,2
121.412,31.202,4
121.426,31.187,4
121.413,31.142,4
121.443,31.25,0
121.44,31.249,0
121.62,31.263,2
121.522,31.283,2
121.392,31.252,3
121.439,31.229,0
121.376,31.255,3
121.417,31.217,0
121.508,31.303,2
121.407,31.21,4
121.462,31.257,0
121.523,31.202,1
121.427,31.258,0
121.425,31.295,0
121.423,31.264,0
121.514,31.302,2
121.456,31.224,1
121.436,31.32,5
121.396,31.141,4
121.437,31.263,0
121.48,31.295,5
121.337,31.149,4
121.531,31.318,2
121.508,31.312,2
121.32,31.24,3
121.469,31.196,1
121.422,31.191,4
121.585,31.245,2
121.451,31.28,0
121.415,31.18,4
121.514,31.303,2
121.305,31.275,3
121.465,31.237,0
121.423,31.235,0
121.494,31.35,5
121.396,31.26,0
121.488,31.308,5
121.475,31.32,5
121.432,31.226,0
121.355,31.286,3
121.463,31.313,5
121.478,31.22,1
121.459,31.322,5
121.522,31.206,1
121.525,31.309,2
121.438,31.25,0
121.34,31.149,4
121.486,31.25,1
121.525,31.293,2
121.484,31.304,5
121.463,31.18,1
121.354,31.288,3
121.451,31.228,0
121.376,31.246,3
121.471,31.236,1
121.432,31.331,5
121.366,31.236,3
121.373,31.115,4
121.521,31.208,1
121.595,31.272,2
121.452,31.228,0
121.476,31.268,0
121.446,31.298,5
121.488,31.24,1
121.37,31.176,4
121.542,31.292,2
121.464,31.268,0
121.557,31.204,1
121.349,31.171,4
121.392,31.242,3
121.49,31.331,5
121.519,31.24,2
121.413,31.351,5
121.424,31.167,4
121.48,31.244,1
121.529,31.278,2
121.511,31.291,2
121.374,31.179,4
121.478,31.217,1
121.509,31.304,2
121.435,31.202,1
121.484,31.202,1
121.454,31.254,0
121.443,31.331,5
121.466,31.239,0
121.472,31.32,5
121.35,31.226,3
121.345,31.267,3
121.406,31.285,0
121.306,31.246,3
121.425,31.123,4
121.344,31.076,4
121.445,31.199,1
121.461,31.193,1
121.401,31.133,4
121.485,31.306,5
121.47,31.259,0
121.465,31.402,5
121.319,31.241,3
121.35,31.316,3
121.421,31.242,0
121.372,31.182,4
121.322,31.298,3
121.411,31.196,4
121.463,31.28,0
121.414,31.272,0
121.478,31.27,0
121.323,31.12,4
121.485,31.292,5
121.504,31.299,2
121.309,31.144,4
121.444,31.202,1
121.437,31.211,1
121.417,31.239,0
121.451,31.205,1
121.45,31.274,0
121.42,31.27,0
121.469,31.324,5
121.444,31.224,0
121.452,31.275,0
121.385,31.167,4
121.524,31.298,2
121.454,31.272,0
121.314,31.245,3
121.439,31.135,4
121.485,31.306,5
121.318,31.269,3
121.511,31.176,1
121.402,31.257,0
121.376,31.272,3
121.556,31.203,1
121.489,31.329,5
121.41,31.27,0
121.408,31.276,0
121.451,31.265,0
121.517,31.27,2
121.526,31.286,2
121.528,31.321,2
121.432,31.168,4
121.327,31.075,4
121.318,31.269,3
121.517,31.252,2
121.492,31.263,2
121.446,31.257,0
121.512,31.302,2
121.484,31.204,1
121.484,31.264,2
121.516,31.298,2
121.319,31.291,3
121.453,31.238,0
121.448,31.306,5
121.437,31.246,0
121.348,31.28,3
121.537,31.272,2
121.543,31.313,2
121.496,31.279,2
121.382,31.151,4
121.562,31.273,2
121.367,31.188,4
121.463,31.225,1
121.544,31.273,2
121.407,31.292,0
121.413,31.191,4
121.42,31.285,0
121.425,31.268,0
121.437,31.205,1
121.435,31.223,0
121.397,31.325,5
121.427,31.231,0
121.5,31.29,2
121.47,31.259,0
121.432,31.208,1
121.497,31.262,2
121.397,31.269,0
121.493,31.303,5
121.504,31.122,1
121.407,31.254,0
121.511,31.304,2
121.416,31.201,4
121.494,31.337,5
121.55,31.271,2
121.427,31.294,0
121.498,31.217,1
121.481,31.23,1
121.529,31.328,2
121.445,31.323,5
121.442,31.313,5
121.422,31.215,0
121.524,31.328,2
121.41,31.268,0
121.389,31.259,3
121.532,31.26,2
121.452,31.27,0
121.359,31.204,3
121.506,31.329,5
121.475,31.239,1
121.489,31.331,5
121.511,31.262,2
121.455,31.195,1
121.418,31.275,0
121.462,31.21,1
121.369,31.178,4
121.485,31.306,5
121.392,31.205,4
121.362,31.245,3
121.533,31.269,2
121.44,31.331,5
121.459,31.254,0
121.486,31.347,5
121.485,31.306,5
121.495,31.214,1
121.456,31.271,0
121.462,31.203,1
121.443,31.327,5
121.474,31.192,1
121.558,31.227,2
121.442,31.179,4
121.447,31.333,5
121.357,31.242,3
121.535,31.287,2
121.451,31.228,0
121.399,31.131,4
121.449,31.188,1
121.383,31.11,4
121.452,31.213,1
121.514,31.299,2
121.518,31.275,2
121.432,31.213,0
121.527,31.282,2
121.372,31.185,4
121.374,31.247,3
121.604,31.284,2
121.488,31.224,1
121.326,31.246,3
121.478,31.237,1
121.522,31.278,2
121.426,31.169,4
121.465,31.272,0
121.425,31.203,4
121.416,31.17,4
121.362,31.206,3
121.532,31.323,2
121.32,31.242,3
121.551,31.279,2
121.438,31.304,5
121.517,31.186,1
121.306,31.211,3
121.489,31.202,1
121.563,31.189,1
121.451,31.228,0
121.403,31.238,0
121.531,31.323,2
121.448,31.298,5
121.485,31.218,1
121.506,31.281,2
121.378,31.232,3
121.42,31.236,0
121.439,31.278,0
121.466,31.218,1
121.521,31.315,2
121.347,31.266,3
121.32,31.238,3
121.435,31.16,4
121.394,31.357,5
121.49,31.301,5
121.473,31.315,5
121.481,31.233,1
121.487,31.29,2
121.363,31.356,3
121.444,31.182,1
121.414,31.302,0
121.501,31.209,1
121.373,31.322,3
121.449,31.328,5
121.455,31.196,1
121.322,31.259,3
121.52,31.228,1
121.473,31.265,0
121.464,31.201,1
121.364,31.176,4
121.61,31.077,1
121.449,31.27,0
121.485,31.306,5
121.52,31.289,2
121.452,31.195,1
121.332,31.119,4
121.528,31.318,2
121.485,31.302,5
121.412,31.359,5
121.459,31.116,4
121.342,31.259,3
121.431,31.169,4
121.415,31.219,0
121.534,31.324,2
121.413,31.231,0
121.389,31.321,3
121.349,31.209,3
121.347,31.155,4
121.396,31.142,4
121.498,31.218,1
121.485,31.296,5
121.489,31.223,1
121.39,31.319,3
121.443,31.227,0
121.471,31.308,5
121.534,31.2,1
121.519,31.307,2
121.601,31.321,2
121.319,31.284,3
121.491,31.346,5
121.366,31.252,3
121.423,31.273,0
121.504,31.308,2
121.346,31.298,3
121.308,31.208,3
121.484,31.311,5
121.555,31.291,2
121.362,31.131,4
121.394,31.263,3
121.434,31.354,5
121.382,31.245,3
121.513,31.302,2
121.48,31.339,5
121.523,31.283,2
121.396,31.187,4
121.49,31.222,1
121.471,31.295,5
121.433,31.192,4
121.459,31.159,1
121.454,31.212,1
121.263,31.224,3
121.483,31.267,2
121.336,31.249,3
121.356,31.157,4
121.494,31.203,1
121.583,31.15,1
121.509,31.289,2
121.383,31.247,3
121.435,31.287,0
121.508,31.2,1
121.344,31.289,3
121.53,31.289,2
121.484,31.236,1
121.364,31.281,3
121.532,31.298,2
121.501,31.14,1
121.422,31.283,0
121.449,31.305,5
121.459,31.332,5
121.478,31.199,1
121.444,31.321,5
121.516,31.328,2
121.361,31.264,3
121.379,31.254,3
121.446,31.25,0
121.416,31.238,0
121.536,31.328,2
121.396,31.166,4
121.44,31.258,0
121.473,31.193,1
121.506,31.329,5
121.581,31.238,2
121.487,31.236,1
121.47,31.259,0
121.444,31.314,5
121.379,31.14,4
121.524,31.283,2
121.483,31.32,5
121.39,31.292,3
121.54,31.306,2
121.433,31.148,4
121.498,31.292,2
121.422,31.249,0
121.491,31.167,1
121.383,31.247,3
121.441,31.258,0
121.365,31.208,3
121.47,31.212,1
121.407,31.171,4
121.516,31.188,1
121.451,31.33,5
121.544,31.273,2
121.412,31.13,4
121.403,31.13,4
121.424,31.256,0
121.427,31.288,0
121.379,31.126,4
121.479,31.271,0
121.381,31.243,3
121.463,31.168,1
121.495,31.294,2
121.51,31.273,2
121.459,31.195,1
121.523,31.315,2
121.52,31.288,2
121.401,31.195,4
121.428,31.217,0
121.424,31.225,0
121.506,31.321,2
121.454,31.23,0
121.476,31.291,5
121.411,31.268,0
121.437,31.189,4
121.423,31.222,0
121.483,31.217,1
121.446,31.223,0
121.32,31.24,3
121.456,31.188,1
121.483,31.297,5
121.551,31.325,2
121.427,31.27,0
121.451,31.338,5
121.474,31.199,1
121.429,31.284,0
121.481,31.3,5
121.35,31.174,4
121.401,31.291,0
121.436,31.193,1
121.583,31.27,2
121.377,31.271,3
121.427,31.276,0
121.386,31.259,3
121.483,31.261,0
121.441,31.135,4
121.561,31.29,2
121.529,31.302,2
121.447,31.234,0
121.392,31.222,3
121.452,31.26,0
121.358,31.218,3
121.43,31.248,0
121.433,31.131,4
121.446,31.21,1
121.484,31.245,1
121.523,31.232,1
121.465,31.23,1
121.449,31.187,1
121.532,31.298,2
121.499,31.21,1
121.537,31.288,2
121.438,31.239,0
121.407,31.292,0
121.33,31.237,3
121.422,31.214,0
121.471,31.244,0
121.484,31.32,5
121.471,31.32,5
121.398,31.309,0
121.536,31.269,2
121.49,31.245,1
121.451,31.313,5
121.588,31.271,2
121.56,31.25,2
121.507,31.282,2
121.432,31.303,5
121.474,31.324,5
121.329,31.291,3
121.408,31.225,0
121.443,31.28,0
121.522,31.289,2
121.38,31.223,3
121.417,31.239,0
121.438,31.267,0
121.513,31.305,2
121.498,31.216,1
121.471,31.259,0
121.432,31.259,0
121.482,31.281,5
121.441,31.213,1
121.519,31.26,2
121.408,31.179,4
121.42,31.134,4
121.441,31.153,4
121.498,31.123,1
121.328,31.263,3
121.371,31.105,4
121.421,31.217,0
121.479,31.232,1
121.397,31.163,4
121.479,31.323,5
121.506,31.329,5
121.553,31.245,2
121.516,31.3,2
121.531,31.323,2
121.483,31.264,2
121.495,31.276,2
121.444,31.168,4
121.39,31.103,4
121.594,31.264,2
121.402,31.208,4
121.444,31.208,1
121.47,31.205,1
121.513,31.274,2
121.533,31.269,2
121.329,31.291,3
121.413,31.304,0
121.44,31.21,1
121.431,31.285,0
121.401,31.209,4
121.457,31.296,5
121.408,31.163,4
121.511,31.304,2
121.385,31.315,3
121.365,31.285,3
121.536,31.299,2
121.515,31.287,2
121.459,31.22,1
121.495,31.281,2
121.459,31.159,1
121.512,31.306,2
121.478,31.21,1
121.518,31.196,1
121.453,31.334,5
121.533,31.277,2
121.489,31.237,1
121.51,31.273,2
121.514,31.146,1
121.457,31.244,0
121.352,31.18,4
